store_id,name,address_line1,city,region,Product Name,Price,Price Per Count,Primary Location Name,Available Quantity,Order Pickup
1499,Opelika,2640 Enterprise Dr,Opelika,AL,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$5.79 ,$0.32 ,Opelika,10,IN_STOCK
1483,Bellevue,2050 Lime Kiln Rd,Green Bay,WI,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$5.79 ,$0.32 ,Bellevue,10,IN_STOCK
1477,Clifton Park,26 Crossing Blvd,Clifton Park,NY,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$5.79 ,$0.32 ,Clifton Park,10,IN_STOCK
239,Columbia,2400 Bernadette Dr,Columbia,MO,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$5.79 ,$0.32 ,Columbia,10,IN_STOCK
1380,Warner Robins,2929 Watson Blvd,Warner Robins,GA,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$5.79 ,$0.32 ,Warner Robins,10,IN_STOCK
1841,Macedonia,8282 Golden Link Blvd,Northfield,OH,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$5.79 ,$0.32 ,Macedonia,10,IN_STOCK
364,Wausau,2707 Schofield Ave,Schofield,WI,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$5.79 ,$0.32 ,Wausau,10,IN_STOCK
1756,Olathe,15345 W 119th St,Olathe,KS,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$5.79 ,$0.32 ,Olathe,10,IN_STOCK
1530,Muncie,3601 N Barr St,Muncie,IN,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$5.79 ,$0.32 ,Muncie,10,IN_STOCK
1447,Cincinnati Central,3245 Geier Dr,Cincinnati,OH,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$5.79 ,$0.32 ,Cincinnati Central,10,IN_STOCK
2376,Orlando - Sodo,120 W Grant St,Orlando,FL,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$5.79 ,$0.32 ,Orlando - Sodo,10,IN_STOCK
82,Waukesha,2401 Kossow Rd,Waukesha,WI,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$5.79 ,$0.32 ,Waukesha,10,IN_STOCK
2228,Cleveland South,3535 Steelyard Dr,Cleveland,OH,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$5.79 ,$0.32 ,Cleveland South,10,IN_STOCK
